"DAC_DONOR","Donor","PART","Part","TRANSACTYPE","Aid type","FLOWS","Fund flows","DATATYPE","Amount type","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,47988.94,,
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,2280.59,,
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",176879.25,,
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",128893.54,,
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","1330","   Memo: Projects qualifying as programme-based approaches","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",4244.35,,
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","1901","I.A. Memo: Programme-based approaches (PBAs)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",13859.43,,
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",17142.83,,
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",16151.62,,
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",28425.42,,
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",304.46,,
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",4197.24,,
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",47988.94,,
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",47988.94,,
"20001","DAC Countries, Total","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",2280.59,,
"801","Australia","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,2868.76,,
"801","Australia","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,2318.95,,
"801","Australia","1","1 : Part I - Developing Countries","1330","   Memo: Projects qualifying as programme-based approaches","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,4.31,,
"801","Australia","1","1 : Part I - Developing Countries","1901","I.A. Memo: Programme-based approaches (PBAs)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,52.83,,
"801","Australia","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,689.64,,
"801","Australia","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,218.08,,
"801","Australia","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,684.09,,
"801","Australia","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,4.33,,
"801","Australia","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,6.4,,
"801","Australia","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,549.81,,
"801","Australia","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,549.81,,
"801","Australia","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,114.14,,
"801","Australia","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",2868.76,,
"801","Australia","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",2318.95,,
"801","Australia","1","1 : Part I - Developing Countries","1330","   Memo: Projects qualifying as programme-based approaches","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",4.31,,
"801","Australia","1","1 : Part I - Developing Countries","1901","I.A. Memo: Programme-based approaches (PBAs)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",52.83,,
"801","Australia","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",689.64,,
"801","Australia","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",218.08,,
"801","Australia","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",684.09,,
"801","Australia","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",4.33,,
"801","Australia","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",6.4,,
"801","Australia","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",549.81,,
"801","Australia","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",549.81,,
"801","Australia","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",114.14,,
"1","Austria","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1328.22,,
"1","Austria","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,568.21,,
"1","Austria","1","1 : Part I - Developing Countries","1330","   Memo: Projects qualifying as programme-based approaches","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,6.34,,
"1","Austria","1","1 : Part I - Developing Countries","1901","I.A. Memo: Programme-based approaches (PBAs)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,37.1,,
"1","Austria","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,244.22,,
"1","Austria","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,68.68,,
"1","Austria","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,161.41,,
"1","Austria","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,0.45,,
"1","Austria","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1.95,,
"1","Austria","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,760.01,,
"1","Austria","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,760.01,,
"1","Austria","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,72.76,,
"1","Austria","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1328.22,,
"1","Austria","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",568.21,,
"1","Austria","1","1 : Part I - Developing Countries","1330","   Memo: Projects qualifying as programme-based approaches","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",6.34,,
"1","Austria","1","1 : Part I - Developing Countries","1901","I.A. Memo: Programme-based approaches (PBAs)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",37.1,,
"1","Austria","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",244.22,,
"1","Austria","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",68.68,,
"1","Austria","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",161.41,,
"1","Austria","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",0.45,,
"1","Austria","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1.95,,
"1","Austria","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",760.01,,
"1","Austria","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",760.01,,
"1","Austria","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",72.76,,
"2","Belgium","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,2391.25,,
"2","Belgium","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1175.95,,
"2","Belgium","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,69.09,,
"2","Belgium","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,83.82,,
"2","Belgium","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,181.4,,
"2","Belgium","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,23.2,,
"2","Belgium","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1215.3,,
"2","Belgium","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1215.3,,
"2","Belgium","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,52.84,,
"2","Belgium","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",2391.25,,
"2","Belgium","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1175.95,,
"2","Belgium","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",69.09,,
"2","Belgium","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",83.82,,
"2","Belgium","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",181.4,,
"2","Belgium","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",23.2,,
"2","Belgium","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1215.3,,
"2","Belgium","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1215.3,,
"2","Belgium","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",52.84,,
"301","Canada","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,5074.39,,
"301","Canada","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,3917.17,,
"301","Canada","1","1 : Part I - Developing Countries","1330","   Memo: Projects qualifying as programme-based approaches","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,14.7,,
"301","Canada","1","1 : Part I - Developing Countries","1901","I.A. Memo: Programme-based approaches (PBAs)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,126.03,,
"301","Canada","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,749.43,,
"301","Canada","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,832.8,,
"301","Canada","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1442.39,,
"301","Canada","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,10.92,,
"301","Canada","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,166.58,,
"301","Canada","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1157.22,,
"301","Canada","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1157.22,,
"301","Canada","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,187.78,,
"301","Canada","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",5074.39,,
"301","Canada","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",3917.17,,
"301","Canada","1","1 : Part I - Developing Countries","1330","   Memo: Projects qualifying as programme-based approaches","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",14.7,,
"301","Canada","1","1 : Part I - Developing Countries","1901","I.A. Memo: Programme-based approaches (PBAs)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",126.03,,
"301","Canada","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",749.43,,
"301","Canada","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",832.8,,
"301","Canada","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1442.39,,
"301","Canada","1","1 : Part I - Developing Countries","1905","I.A. Memo: Post-conflict peacebuilding operations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",10.92,,
"301","Canada","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",166.58,,
"301","Canada","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1157.22,,
"301","Canada","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1157.22,,
"301","Canada","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",187.78,,
"3","Denmark","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,2673.79,,
"3","Denmark","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,1718.5,,
"3","Denmark","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,49.81,,
"3","Denmark","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,440.09,,
"3","Denmark","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,700.64,,
"3","Denmark","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,34.97,,
"3","Denmark","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,955.29,,
"3","Denmark","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,955.29,,
"3","Denmark","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","A","Current Prices","2020","2020","USD","US Dollar","6","Millions",,,35.39,,
"3","Denmark","1","1 : Part I - Developing Countries","1010","I. Official Development Assistance (ODA) (I.A + I.B)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",2673.79,,
"3","Denmark","1","1 : Part I - Developing Countries","1015","I.A. Bilateral Official Development Assistance by types of aid (1+2+3+4+5+6+7+8+9+10)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",1718.5,,
"3","Denmark","1","1 : Part I - Developing Countries","1902","I.A. Memo: Free-standing technical co-operation (FTC)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",49.81,,
"3","Denmark","1","1 : Part I - Developing Countries","1903","I.A. Memo: ODA channelled through private entities","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",440.09,,
"3","Denmark","1","1 : Part I - Developing Countries","1904","I.A. Memo: ODA channelled through multilateral organisations","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",700.64,,
"3","Denmark","1","1 : Part I - Developing Countries","1906","I.A. Memo: Relief food aid","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",34.97,,
"3","Denmark","1","1 : Part I - Developing Countries","2000","I.B. Multilateral Official Development Assistance (capital subscriptions are included with grants)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",955.29,,
"3","Denmark","1","1 : Part I - Developing Countries","2100","I.B.1. Multilateral contributions to:","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",955.29,,
"3","Denmark","1","1 : Part I - Developing Countries","207","VI.1. Total participation in peacebuilding operations (incl. non-ODA)","1120","Gross Disbursements","D","Constant Prices","2020","2020","USD","US Dollar","6","Millions","2020","2020",35.39,,
